,query,notlazyts1,notlazyts2,lazyts1,lazyts2,naivets1,naivets2
0,equals,118.49644128113877,118.49644128113877,135.3556910569106,134.53535353535355,18.876133786848072,18.86009629000283
1,copy,103.24806201550386,102.45384615384614,104.70911949685534,103.5692068429238,6.05024075588262,6.049141611408847
2,lowercase,4.951301115241636,4.950564971751413,82.82960199004975,80.81917475728156,4.423741198352598,4.423153560042508
3,uppercase,7.547886206505724,7.547886206505724,80.72121212121212,78.5318396226415,5.359327217125382,5.3584647570003225
4,substring,44.04431216931217,43.986129458388376,164.0270935960591,163.6240786240786,7.315720092277272,7.310901306400264
5,reverse,6.176497866815062,6.175925067235463,84.7264631043257,84.19089759797724,5.868434966513924,5.866883974980177
6,concat,5.28657616892911,5.286156532782981,68.3025641025641,68.1627430910952,4.5732042301881615,4.5722622725712325
7,split,5.117181496849547,5.116788321167882,47.53390435403283,47.5,6.737656819101579,6.735612420349954
