,query,notlazyts1,notlazyts2,lazyts1,lazyts2,naivets1,naivets2
0,equals,96.23554913294798,95.95821325648416,91.22602739726028,90.97677595628413,17.18137254901961,17.176940933711634
1,copy,108.10876623376623,106.21212121212122,121.74588665447898,119.77517985611512,12.172363370498994,12.16569236390208
2,lowercase,6.429329986483878,6.427468391081941,103.24806201550386,91.35116598079563,4.8809000293169165,4.879469519343495
3,uppercase,9.664054563923958,9.661250544030175,84.83439490445859,83.76729559748428,7.880132528694829,7.879200189304307
4,substring,17.687915006640107,17.68321826872013,232.03832752613238,229.6379310344828,11.005618905965958,11.003800396563118
5,reverse,6.895319942016981,6.8938923395445135,105.7063492063492,105.03943217665616,7.324571051473822,7.323765533927196
6,concat,4.742220323292743,4.7415450338198655,70.6203605514316,70.32206969376979,5.853476311857256,5.8519332161687165
7,split,5.444326357096141,5.443436324995913,39.82954545454545,39.75820895522388,8.017698049602696,8.017698049602696
